SMILES,logp,qed
OC(C5O)C(O)C(OC5)OC(C(Oc(c4)c([o+1]c(c43)cc(O)cc3O)c(c2)ccc(O)c2)1)C(C(O)C(O1)COC(CC(O)=O)=O)O,-0.8347,0.077515574
O(C=1c(c4)ccc(OC(C5O)OC(C(O)=O)C(C5O)O)c4OC)c(c2)c(c(O)cc2OC(C(O)3)OC(C(O)=O)C(O)C3O)C(C1)=O,-2.2838,0.123743167
Oc(c43)cc(cc(OC(c(c5)cc(c(c5)O)OC)=CC4=O)3)OC(C1OC(O2)C(O)C(O)C(C(C(O)=O)2)O)OC(C(O)=O)C(C1O)O,-1.9327,0.127919872
O(CC(O1)C(C(C(C1OC(C5O)C(OC(C5O)CO)Oc(c2)cc(O3)c(C(C=C(c(c4)ccc(O)c4O)3)=O)c2O)O)O)O)C(C)=O,-1.8495,0.095382974
c(C(O2)=CC(=O)c(c5O)c2cc(c5)OC(C(OC(C(O)4)OC(C)C(C4O)O)3)OC(C(O)C3O)C(O)=O)(c1)cc(OC)c(c(OC)1)O,-0.9888,0.145155506
C(C=1)(=O)c(c5O)c(cc(c5)O[C@H](O4)[C@H]([C@H]([C@H](C4CO)O)O)O[C@H](O3)[C@H]([C@H]([C@@H](O)C3COC(C)=O)O)O)OC1c(c2)ccc(O)c2O,-1.8495,0.095382974
Oc(c1)c(OC)c(O)cc1C(=C5)Oc(c2)c(C(=O)5)c(O)cc2OC(C(OC(C4O)OCC4(CO)O)3)OC(C(C3O)O)COC(C)=O,-1.2002,0.126168775
c(c(O)1)(C(=O)4)c(OC(c(c5)ccc(c5)O)=C4)c(c(OC(O3)C(C(C(C3CO)O)O)OC(C(O)2)OC(COC(C)=O)C(C2O)O)c1)O,-1.8495,0.095382974
C(C1O)(COC(C)=O)OC(OC(C5=O)=C(Oc(c54)cc(cc4O)OC(O3)C(O)C(O)C(O)C(CO)3)c(c2)ccc(c2)O)C(C(O)1)O,-2.2006,0.116765867
C(O)C(C4O)OC(C(C4OC(C5O)OC(C(C(O)5)O)COC(C)=O)O)OC(=C(c(c3)ccc(O)c3)1)C(=O)c(c2O)c(cc(c2)O)O1,-1.8495,0.120794927
OC(C1Oc(c5)cc(O3)c(c5O)C(=O)C(=C(c(c4)ccc(c4O)O)3)OC(C(O)2)OC(C(O)C(O)2)COC(C)=O)C(C(C(O1)C)O)O,-1.4674,0.104067038
[C@H]([C@@H](O)1)(O)[C@@H](C(O[C@@H]1O[C@H](C5C)[C@@H](O)[C@H](O)[C@H](O5)OC(C(=O)3)=C(Oc(c4)c3c(cc4O)O)c(c2)cc(c(c2)O)O)COC(C)=O)O,-1.1163,0.107983759
c(c1)(OC)cc(O4)c(C(=O)C=C4c(c5)cc(OC)c(c5OC)OC)c1OC(C2O)OC(COC(O3)C(O)C(C(C3)O)O)C(C(O)2)O,-0.8636,0.15660674
C(Oc(c5OC)c(OC)c(O3)c(c5O)C(=O)C=C(c(c4)ccc(c4)OC)3)(O1)C(O)C(C(O)C(COC(C2O)OC(C(C(O)2)O)C)1)O,-0.7781,0.150122918
C(C(O)1)(O)COC(OCC(O2)C(O)C(C(O)C2OC(=C4c(c5)cc(OC)c(O)c5)C(=O)c(c(O4)3)c(cc(O)c3)O)O)C1OC(C)=O,-1.2018,0.132798523
c(C(O3)=C(OC(C(OC(C)=O)5)OC(C(O)C5O)COC(C(O)4)OC(C)C(O)C4O)C(=O)c(c23)c(cc(O)c2)O)(c1)cc(c(c1)O)O,-1.1163,0.107983759
COc(c(OC)5)ccc(c5)C(C4=O)=COc(c14)cc(O[C@@H]([C@H]2O)OC([C@H](O)[C@H](O[C@@H]([C@@H](O)3)OC([C@@H]([C@@H]3O)O)CO)2)CO)c(c1)OC,-1.5113,0.131784631
O[C@@H]([C@H]4O[C@@H]([C@@H](O)5)OC([C@H](O)[C@@H]5O)CO)[C@@H](OC(CO)[C@@H]4O)Oc(c3)c(c(OC)c(c23)C(C(=CO2)c(c1)ccc(OC)c1)=O)OC,-1.5113,0.131784631
OC(C5O)C(OC(C5O)CO)Oc(c1)c(c3)c([o+1]c(c(OC(C(O)4)OC(COC(C)=O)C(O)C(O)4)3)c(c2)ccc(O)c2O)cc1O,-1.5741,0.074631942
c(c2)(C(=C3)Oc(c4)c(c(cc4OC(O5)C(C(C(O)C5C(O)=O)O)O)O)C3=O)cc(c(c2O)O)OC(C(O)1)OC(C(O)=O)C(O)C(O)1,-2.8812,0.113926437
Oc(c(OC)5)c(OC)cc(c5)c(c(OC(O3)C(O)C(O)C(O)C(COC(C=Cc(c4)ccc(c4)O)=O)3)2)[o+1]c(c1c2)cc(cc1O)OC,2.9665,0.082746309
C(O)(C5O)C(OC(C(O)5)COC(C4OC(C)=O)OC(C)C(O)C(O)4)Oc(c1)c(c(c3)cc(c(O)c3O)O)[o+1]c(c2)c1c(O)cc(O)2,-0.4898,0.087463677
C(O1)(OCC(C5O)OC(C(C5O)O)Oc(c2)c(c(c4)cc(c(O)c4O)O)[o+1]c(c3)c2c(O)cc(O)3)C(O)C(C(O)C1C)OC(C)=O,-0.4898,0.087463677
OCC(C(O)1)OC(Oc(c(c(c5)ccc(O)c5O)4)cc(c([o+1]4)2)c(OC(O3)C(O)C(O)C(C3COC(C)=O)O)cc(O)c2)C(O)C1O,-1.5741,0.074631942
c(c1O)c(C(=C4)Oc(c3OC(O5)C(O)C(C(C5C(O)=O)O)O)c(C4=O)c(O)cc(O)3)ccc1OC(C(O)2)OC(C(O)=O)C(O)C(O)2,-2.8812,0.121786494
C(=C3OC(C5O)OC(C(C5O)O)C(O)=O)(c(c4)ccc(O)c4O)Oc(c(C(=O)3)1)cc(OC(O2)C(C(C(O)C2C(O)=O)O)O)cc1O,-2.8812,0.113926437
COc(c5)c(cc(c5)C(=C4O)Oc(c1)c(C4=O)c(OC(O3)C(C(O)C(O)C3CO)O)cc1OC(C(O)2)OC(C(O)=O)C(O)C2O)O,-2.6705,0.118400462
c(c3O)(c(ccc(C(C=Cc(c4)cc(O)c(O)c4)=O)3)OC(C(OC(=O)C=Cc(c2)ccc(c(O)2)O)1)OC(C(O)C1O)COC(C)=O)O,1.8301,0.067199645
OC(C2O)C(C(OC(=C(c(c5)ccc(O)c5)3)C(c(c4O)c(c(c(OC)c4)O)O3)=O)OC(CO)2)OC(=O)C=Cc(c1)cc(OC)c(O)c1,1.7426,0.0773392
O(C)c(c3OC(O4)C(C(C(O)C4COC(O5)C(O)C(O)C(C5)O)O)O)c(c(c2c3)C(=O)C=C(O2)c(c1)cc(OC)c(c(OC)1)O)O,-1.461,0.13110674
[C@H](O)([C@@H]1c(c24)c(c([C@H](O5)[C@@H](O)[C@H]([C@H](C5CO)O)O)c(c2C(C=C(O4)c(c3)cc(OC)c(O)c(OC)3)=O)O)O)[C@@H](O)[C@H](C(O1)CO)O,-2.3762,0.126798969
C(C1O)(c(c(OC(C(O)5)OC(CO)C(O)C(O)5)4)c(O)c(c(c4)2)C(=O)C=C(c(c3)cc(OC)c(c3OC)O)O2)OC(CO)C(O)C1O,-2.418,0.120965582
[C@H](O)([C@H](Oc(c42)cc(O[C@H](O5)[C@H]([C@H]([C@@H](O)C5CO)O)O)cc2OC(=CC4=O)c(c3)cc(OC)c(c3OC)O)1)[C@H]([C@H](C(O1)CO)O)O,-2.4598,0.115762546
c(c43)(cc(O[C@H](O5)[C@@H](O)[C@@H](O)[C@@H](O)C(CO)5)cc4O)OC(=C(C3=O)O[C@H](O2)C(O)C([C@@H](O)[C@H]2CO)O)c(c1)ccc(c(OC)1)OC,-2.4598,0.115762546
c(C(O2)=C(OC(O4)C(O)C(C(C4COC(O5)C(C(C(O)C(C)5)O)O)O)O)C(=O)c(c(O)3)c2cc(c3)O)(c1)cc(c(c1OC)O)OC,-1.3755,0.135474561
c(C(O2)=C(OC(O4)C(O)C(C(C4COC(O5)C(C(C(O)C(C)5)O)O)O)O)C(=O)c(c(O)3)c2cc(c3)O)(c1)cc(c(c1OC)O)OC,-1.3755,0.135474561
C(C5O)([C@@H](O[C@@H]([C@@H]5O)CO)Oc(c4OC)ccc(c4)C(=C2O[C@H](O3)C(O)C([C@@H](O)[C@H]3CO)O)Oc(c1C2=O)cc(cc1O)OC)O,-2.4598,0.115762546
c(c43)(O)cc(c(c3OC(c(c5)cc(c(O)c5)OC)=C(C4=O)O)OC)OC(O1)C(OC(O2)C(C(C(C2C)O)O)O)C(O)C(C1CO)O,-1.3755,0.135474561
C(O)(C(O)1)C(C(Oc(c5C)c(c(c(c53)C(OC)CC(c(c4)ccc(c4)OC)O3)OC(O2)C(C(C(C2CO)O)O)O)C)OC(CO)1)O,-1.11926,0.160286711
C(OC(C5O)OC(C(C5O)O)COC(O4)C(C(C(O)C(C)4)O)O)(C2=O)=C(Oc(c3OC)c(c(cc(O)3)O)2)c(c1)ccc(c(OC)1)O,-1.3755,0.135474561
[C@@H](OCC([C@@H]2O)O[C@@H](Oc(c5OC)cc(c3c5O)OC=C(c(c4)cc(c(c4)OC)O)C(=O)3)[C@@H](O)[C@@H](O)2)([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O,-2.1087,0.119459632
c(C=CC(OC[C@@H](O2)[C@@H](C(O)C(O)[C@H](Oc(c4c(c5)cc(OC)c(c(OC)5)O)cc(c([o+1]4)3)c(O)cc(c3)O)2)O)=O)(c1)cc(c(O)c1)O,2.3691,0.055917887
O[C@H]([C@@H]5O)[C@H](OC([C@H]5O)CO)OC([C@@H]1Oc(c3)c([o+1]c(c4)c3c(cc4O)O)c(c2)cc(OC)c(O)c(OC)2)C(O)[C@@H](O)[C@H](O1)CO,-1.4822,0.117735239
C(C4OC(C5O)OC(C(C(O)5)O)CO)(O)C(OC(C4O)Oc(c2)c(c(c3)cc(OC)c(c(OC)3)O)[o+1]c(c21)cc(O)cc1O)CO,-1.4822,0.117735239
C([C@@H](O)1)(C(O)[C@H](OC[C@H]([C@@H]5O)O[C@H](C(C5O)O)Oc(c3)c(c(c4)cc(OC)c(c(OC)4)O)[o+1]c(c32)cc(O)cc2O)O[C@H](CO)1)O,-1.4822,0.117735239
O(C1OC(C(=O)3)=C(Oc(c(OC(C5O)OC(C(C(O)5)O)CO)4)c(c(O)cc4O)3)c(c2)ccc(c2O)O)C(C(C(C1O)O)O)C(O)=O,-3.2679,0.110958492
C(O)(C(CO)2)C(O)C(C(Oc(c(O)3)c(cc(C(=O)5)c3OC(=C5O)c(c4)cc(OC)c(c4O)O)O)O2)OC(C1O)OC(C)C(C1O)O,-1.9729,0.122857953
Oc(c3O)c(OC(C4O)OC(COC(=O)C=Cc(c5)ccc(O)c5O)C(O)C4O)cc(c31)OC(c(c2)cc(c(OC)c2)O)=C(O)C1=O,1.1452,0.073101015
[o+1](c(c(c5)cc(OC)c(O)c(OC)5)1)c(c3)c(c(cc3O[C@H](O4)[C@H]([C@@H](O)[C@@H](O)C4CO)O)O)cc1O[C@@H](C(O)2)O[C@@H]([C@H](O)C2O)CO,-1.8333,0.113545492
O([C@H]1Oc(c2O)cc(C(=C(O[C@@H](C(O)5)O[C@@H]([C@H](O)C(O)5)CO)4)Oc(c3)c(C(=O)4)c(O)cc3O)cc(OC)2)[C@@H]([C@H](O)C(C1O)O)CO,-3.0572,0.114669954
OC(C1OC(C5O)C(CO)OC(C5O)OC(C4=O)=C(Oc(c34)cc(cc(O)3)O)c(c2)cc(c(c(O)2)OC)O)C(C(O)C(O1)CO)O,-2.7061,0.117440457
Oc(c1)cc([o+1]4)c(cc(c4c(c5)cc(OC)c(c(OC)5)O)OC(O3)C(C(C(C(CO)3)O)O)O)c1OC(C(O)2)OC(C(C(O)2)O)CO,-1.8333,0.113545492
O([C@@H](OC(=C4c(c5)cc(c(O)c5)O)C(=O)c(c(O)3)c(O4)cc(O)c3OC)1)[C@H](CO[C@@H]([C@@H](O)2)OC(CO)[C@H](O)[C@@H]2O)[C@@H](C(C(O)1)O)O,-2.7061,0.109860892
c(c25)(C(=O)C(=C(O5)c(c4)cc(c(O)c4)O)OC(O3)C(O)C(C(O)C3CO)O)c(O)c(c(c2)OC(O1)C(O)C(O)C(C(CO)1)O)OC,-3.0572,0.107269196
c(O)(c4)c(c2c(c(O[C@@H]([C@@H](O)5)OC(CO)[C@@H]([C@@H]5O)O)4)OC)C(C(O[C@@H](C(O)3)O[C@@H]([C@H](O)C3O)CO)=C(O2)c(c1)cc(c(O)c1)O)=O,-3.0572,0.107269196
O(c(c52)c(cc(O)c(C(=O)C(=C(O5)c(c4)ccc(O)c4O)OC(C(O)3)OC(C(O)C(O)3)CO)2)OC)C(O1)C(O)C(O)C(O)C1CO,-3.0572,0.107269196
C(c(c5)cc(c(O)c5)O)(=C(OC(O3)C(C(O)C(OC(O4)C(O)C(C(O)C4CO)O)C3CO)O)2)Oc(c1C2=O)cc(c(c(O)1)O)OC,-2.7061,0.109860892
C(O)(C(O)5)C(OC(C(O)5)Oc(c(CO)3)c(c(c(C)c(OC(O4)C(C(O)C(C4CO)O)O)3)1)C(O)CC(c(c2)ccc(c2)OC)O1)CO,-2.58948,0.132831576
c(c31)c(cc(O)c(C(=O)C(OC(O4)C(OC(=O)c(c5)cc(O)c(c(O)5)O)C(C(C4C)OC(C)=O)O)=C(O3)c(c2)cc(c(c(O)2)O)O)1)O,1.7466,0.105293445
c(c5O)c(cc(c5O)O)c(c2OC(C3OC(=O)c(c4)cc(c(c4O)O)O)OC(COC(C)=O)C(C3O)O)[o+1]c(c1)c(c2)c(O)cc1O,1.6399,0.076612778
O=C(c(c5)cc(c(c5O)O)O)OC(C4O)C(OC(COC(C)=O)C4O)Oc(c1)c(c(cc1c([o+1]3)c(cc(c23)c(O)cc(c2)O)O)O)O,1.6399,0.076612778
C(c(c6)ccc(c6O)O)CC([H])(O)CC(OC(C4c(c5)cc(c(c5)O)O)Cc(c1O4)c(O3)c(C(CC3=O)c(c2)ccc(O)c(O)2)c(O)c1)=O,4.0386,0.076005252
c(c1OC)cc(C(=C(OC(O4)C(OC(C(O)5)OC(C(O)C5O)C)C(C(O)C4C)O)2)Oc(c3CC=C(C)C)c(c(O)cc3O)C(=O)2)cc1,1.4466,0.170262232
[H]C(CC(=O)OC(C(c(c6)cc(O)c(O)c6)2)Cc(c5O)c(c(c(c5)3)C(c(c4)cc(O)c(O)c4)CC(=O)O3)O2)(O)CCc(c1)ccc(c1O)O,4.0386,0.076005252
C(C(OC(C=Cc(c5)ccc(O)c5)=O)4)(OC(C(OC(C)=O)C(OC(C)=O)4)OC(C2=O)=C(Oc(c3)c(c(O)cc3O)2)c(c1)ccc(O)c1)C,3.8946,0.119912782
C(C(O)1)(O)C(Oc(c5)c(CC=C(C)C)c(c3c5O)OC(c(c4)ccc(c4)O)=C(C3=O)OC(C2O)OC(C)C(O)C2O)OC(C(O)1)CO,-0.2351,0.141317529
C(C)(=O)OC(C(OC(C)=O)1)C(OC(OC(C(c(c53)c(O)cc(c3C(C=C(O5)c(c4)ccc(O)c4)=O)O)2)C(C(C(CO)O2)O)O)C1O)C,0.0851,0.165481335
c(c(OC(C5O)OC(C)C(C(O)5)O)4)c(O2)c(c(O)c4)C(C(=C2c(c3)ccc(c3)O)OC(C(OC(C)=O)1)OC(C(O)C1OC(C)=O)C)=O,0.4254,0.187919848
c(O4)(c(C(C(=C4c(c5)ccc(c5)O)OC(O3)C(C(O)C(O)C3C)OC(O2)C(C(C(O)C2CO)O)O)=O)1)c(CC=C(C)C)c(O)cc1O,0.116,0.145328636
c(O)(c1)ccc(C(O2)=CC(c(c(O)3)c2cc(OC(C(OC(O5)C(O)C(C(O)C5C)O)4)OC(C(O)C(O)4)COC(=O)CC(O)=O)c3)=O)c1,-1.0727,0.099844502
c(c43)(OC(c(c5)ccc(OC)c5)=CC4=O)cc(c(OC)c(O)3)OC(C1O)OC(COC(C(O)2)OC(C)C(OC(C)=O)C(O)2)C(C(O)1)O,-0.2159,0.162368109
O(C(c(c5)ccc(c5)OC(O4)C(O)C(C(O)C(CO)4)O)3)c(c(C(=O)C3)1)c(c(OC(C(O)2)OC(CO)C(C2O)O)cc1O)CC=C(C)C,-1.0352,0.145474592
OC(C(Oc(c(OC)5)cc(c3c(O)5)OC(c(c4)ccc(OC)c4)=CC3=O)2)C(C(O)C(O2)COC(C1OC(C)=O)OC(C)C(O)C(O)1)O,-0.2159,0.162368109
c(c(OC(O4)C(OC(O5)C(O)C(O)C(O)C5)C(C(C4COC(=O)CC(OC)=O)O)O)2)c(c1[o+1]c2c(c3)ccc(c3)O)c(O)cc(c1)O,-0.7463,0.079411102
OC(C5C)C(C(C(O5)OC(C1O)C(Oc(c2)cc(c(C(=O)3)c2OC(c(c4)ccc(O)c4)C3)O)OC(C(O)1)COC(=O)CC(O)=O)O)O,-1.1396,0.116046318
c(c41)(OC(c(c5)ccc(OC)c5)=CC4=O)cc(OC(C(O)3)OC(C(O)C3O)COC(C(O)2)OC(C)C(O)C(OC(C)=O)2)c(OC)c(O)1,-0.2159,0.162368109
C(O)(C1Oc(c34)c(c(O)c(c(OC(c(c5)ccc(c5)O)CC4=O)3)CC=C(C)C)O)C(O)C(C(COC(C2O)OC(C(C(O)2)O)C)O1)O,0.0491,0.133683225
O(C(c(c6O)c(c(c(c64)OC(c(c5)ccc(O)c5)=C(C4=O)C(C3O)OCC(O)C3O)C(O2)C(C(O)C(C2)O)O)O)1)CC(O)C(C1O)O,-2.9612,0.132339377
OC(C1O)C(O)C(C)OC1OC(C2O)C(Oc(c3)c(c(c(C5=O)c3OC(=C5)c(c4)ccc(c(O)4)OC)O)O)OC(COC(C)=O)C2O,-0.8133,0.107860749
O(c(c1)ccc(C(O5)=CC(c(c52)c(O)cc(OC(C3OC(O4)C(O)C(C(C4COC(C)=O)O)O)OC(CO)C(O)C3O)c2O)=O)c1)C,-1.5465,0.094915247
C(O)(=O)CC(CC(Oc(c(OC)4)c(OC)c(O)c(c41)C(=O)C=C(c(c2)ccc(O[C@H](O3)C(O)C([C@H]([C@H]3CO)O)O)c(OC)2)O1)=O)(C)O,-0.1087,0.098204144
OC(C1O)C(C(OC(Oc(c(OC)2)c(c(O)c(C4=O)c(OC(=C4)c(c3)ccc(O)c3OC)2)OC)1)COC(=O)CC(CC(O)=O)(C)O)O,0.2424,0.127685728
O(c31)C(c(c5)ccc(O)c5O)=C(OC(O4)C(C(O)C(C4C)OC(C)=O)O)C(=O)c1c(O)c(c(c3)OC(O2)C(O)C(O)C(C2C)O)OC,-0.4312,0.117399705
c(O)(c5O)ccc(c5)C(O2)=C(C(c(c(O)4)c(cc(c4OC)OC(C3OC(C)=O)OC(C)C(C(O)3)O)2)=O)OC(C1O)OC(C(C(O)1)O)C,-0.4312,0.117399705
c(c21)(OC(c(c4)ccc(c(OC)4)O[C@H](O3)C(C([C@@H](O)[C@H]3COC(CC(CC(O)=O)(C)O)=O)O)O)=CC2=O)c(OC)c(c(OC)c1O)O,0.2424,0.127685728
C(C(OC(C(=O)4)=C(Oc(c5)c(c(cc(O)5)O)4)c(c3)cc(OC)c(O)c3)2)(C(O)C(C(O2)COC(O1)C(O)C(O)C(C1C)O)O)OC(C)=O,-0.8133,0.136597034
c(O)(c5O)ccc(c5)C(O4)=C(C(=O)c(c34)c(O)c(OC)c(c3)OC(C(O)2)OC(C)C(O)C2OC(C)=O)OC(C1O)OC(C(C(O)1)O)C,-0.4312,0.117399705
c(O)(c5O)ccc(c5)C(=C(OC(C4O)OC(C(C(O)4)O)C)3)Oc(c2C3=O)cc(c(c2O)OC)OC(O1)C(O)C(C(OC(C)=O)C1C)O,-0.4312,0.117399705
C(O1)Oc(c2)c1cc(C(C6=O)=COc(c65)c(c(cc5OC)O[C@@H]([C@H]3O)OC(CO)[C@@H]([C@@H]3O[C@@H]([C@@H](O)4)OC([C@H](O)[C@@H]4O)CO)O)OC)c2,-1.7912,0.133250703
O=C(C=2OC(C4O)OC(COC(C5O)OC(C(C(O)5)O)C)C(C(O)4)O)c(c(OC(c(c3)cc(OC)c(OC)c3)2)1)c(cc(OC)c1)OC,-0.4751,0.160739592
c(c5OC)(c4c(CC=C(C)C)c(O)c5)C(C(C(O4)c(c3)ccc(c3)O)O)OC(O1)C(C(O)C(O)C1COC(O2)C(O)C(C(C2)O)O)O,-0.5694,0.152435664
OC(C5O)C(O)C(OC5)OC(C4O)C(OC(C4O)COC(CC(O)=O)=O)Oc(c2c(c3)ccc(c3O)O)cc(c1[o+1]2)c(cc(c1)O)O,-1.1291,0.055866973
OC(C1O)C(O)C(COC(C)=O)OC(Oc(c52)cc(O)cc2[o+1]c(c(c5)OC(O4)C(C(O)C(O)C4CO)O)c(c3)cc(OC)c(O)c3)1,-1.2711,0.095078903
c(c(O)5)cc(cc(OC)5)c([o+1]3)c(OC(O4)C(C(C(O)C4COC(C)=O)O)O)cc(c31)c(OC(O2)C(C(O)C(O)C2CO)O)cc(O)c1,-1.2711,0.095078903
OC(C(C(O)=O)5)C(C(C(O5)Oc(c1)cc(c(C4=O)c1OC(=C4)c(c2)cc(OC)c(c2OC(C3O)OC(C(O)=O)C(O)C3O)O)O)O)O,-2.5782,0.117792319
c(c15)(c(c(cc5O)OC(O4)C(C(C(C4CO)O)O)OC(C(O)3)OC(COC(C)=O)C(C3O)O)O)OC(c(c2)cc(O)c(c2)O)=CC1=O,-2.1439,0.069534442
c(c25)(cc(O)cc5O)OC(=C(OC(O4)C(C(C(C(CO)4)O)OC(C3O)OC(C(C(O)3)O)COC(C)=O)O)C2=O)c(c1)ccc(c1O)O,-2.1439,0.090412967
c(c(OC(O5)C(C(O)C(O)C5CO)O)2)(C(=O)3)c(OC(c(c4)ccc(c4OC)OC)=C3O)cc(c2)OC(C(O)1)OC(C(O)=O)C(O)C1O,-2.3675,0.115151544
Oc(c1O)cc(C=CC(=O)OC(C(Oc(c(O)4)ccc(c(O)4)C(C=Cc(c3)ccc(OC)c(O)3)=O)2)C(C(C(COC(C)=O)O2)O)O)cc1,2.1331,0.067031877
OCC(C(O)5)OC(C(O)C(O)5)OCC(O1)C(C(C(C(Oc(c24)c(OC)c(O)c(c2OC(=CC4=O)c(c3)ccc(c3)OC)OC)1)O)O)O,-1.8057,0.118464996
c(c3OC(O4)C(OC(O5)C(O)C(C(O)C5C)O)C(C(C4CO)O)O)(c(c(c(c3)1)C(=O)C(=C(c(c2)ccc(c2OC)O)O1)OC)O)OC,-1.0725,0.134975251
C(C5O)(C(O)C(OC5CO)Oc(c3c(c4)cc(c(O)c4O)O)cc(c1[o+1]3)c(OC(O2)C(O)C(O)C(C2COC(C)=O)O)cc(c1)O)O,-1.8685,0.071108514
c(c1)(OC(O5)C(C(C(O)C5C(O)=O)O)O)cc(c(C3=O)c1OC(=C3OC(C4O)OC(C(C4O)O)C(O)=O)c(c2)cc(c(c(O)2)O)O)O,-3.1756,0.110218664
[C@@H](CO)(O1)[C@H](O)C(C(O)[C@@H]1Oc(c4c(c5)cc(OC)c(O)c(OC)5)cc(c([o+1]4)3)c(cc(OC)c3)O[C@@H]([C@@H](O)2)OC([C@H](O)[C@@H]2O)CO)O,-1.5303,0.110946983
COc(c1)c(ccc1C=CC(OCC(C5O)OC(C(C(O)5)O)OC(C2=O)=C(c(c4)ccc(O)c4O)Oc(c3)c2c(c(OC)c3O)O)=O)O,1.4482,0.071208109
c(c1)c(O)c(cc(C(=C(O[C@@H](C4O)O[C@H](CO[C@@H]([C@@H](O)5)OC(CO)[C@H](O)[C@@H]5O)[C@@H](C4O)O)2)Oc(c3)c(c(O)c(OC)c(O)3)C2=O)1)OC,-2.4031,0.113458804
O([C@@H](O5)C(C(O)[C@H](O)[C@H](CO)5)O)c(c4O)ccc(c4)C(=C(OC)3)Oc(c2C(=O)3)cc(c(c(O)2)O[C@@H]([C@@H](O)1)OC([C@@H]([C@@H]1O)O)CO)OC,-2.7542,0.110332427
O[C@H](C5CO)[C@@H](O)[C@@H](O)[C@H](O5)OC([C@@H]1OC(C3=O)=C(c(c4)ccc(O)c(OC)4)Oc(c23)c(c(O)cc(O)2)OC)C([C@@H](O)[C@@H](CO)O1)O,-2.4031,0.113458804
c(C(=C(OC(C(O)5)OC(C(O)C(O)5)CO)4)Oc(c2C4=O)c(c(OC(C(O)3)OC(CO)C(C3O)O)cc2O)OC)(c1)ccc(O)c(OC)1,-2.7542,0.110332427
O(C1C)C(OCC(C(O)2)OC(Oc(c3O)cc(C(=C4)Oc(c5)c(c(cc5OS(O)(=O)=O)O)C(=O)4)cc3)C(O)C2O)C(C(O)C(O)1)O,-1.9167,0.117695777
C(C1OC(C)=O)(COC(C)=O)OC(Oc(c4)cc(c3c4O)OC(CC(=O)3)c(c2)cc(c(c2)OC(C)=O)OC(C)=O)C(OC(C)=O)C1OC(C)=O,2.4112,0.213148558
C(C1O)(OC(C(=O)4)=C(Oc(c5OC)c(c(c(c5O)OC)O)4)c(c3)ccc(c3OC)O)OC(C(O)C(OC(O2)C(C(O)C(O)C2)O)1)CO,-1.7554,0.121955222
OC(C(OS(O)(=O)=O)1)C(O)C(OC(=C(c(c5)ccc(c5OC)O)3)C(c(c4O)c(cc(O)c4)O3)=O)OC1COC(C(O)2)OC(C(O)C2O)C,-1.557,0.113796917
c(O5)(c(CC(C(COC(C7O)OC(C(O)C7O)COC(O6)C(C(O)C(C6)O)O)=C)5)1)ccc(C(=O)2)c(OC(C4)C2c(c3)c(O4)cc(c3OC)OC)1,-1.0368,0.17175712
OC(C(O)2)C(O)C(OC2OC(C4=O)=C(Oc(c5)c4c(O)cc5O)c(c3)ccc(O)c3)COC(O1)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1,-0.0688,0.125549766
O(C(COC(C)=O)1)C(OCC(O2)C(O)C(O)C(C2OC(C4=O)=C(Oc(c5)c(c(O)cc5O)4)c(c3)ccc(O)c3)O)C(C(OC(C)=O)1)OC(C)=O,-0.0688,0.118955987
O(c43)C(=C(C(c(c(c(c(OC(O5)C(C(O)C(C(C)5)O)OC(C)=O)c4)OC)O)3)=O)OC(O2)C(C(O)C(OC(C)=O)C2C)O)c(c1)ccc(O)c1O,0.1396,0.121079829
CC(=O)OC(C5OC(C)=O)C(O)C(OC5C)Oc(c(OC)4)cc(c(c4O)2)OC(=C(OC(C(O)3)OC(C(O)C3O)C)C2=O)c(c1)ccc(O)c1O,0.1396,0.121079829
Oc(c5)c(cc(c5)C(=C1OC(O4)C(C(O)C(OC(C)=O)C4C)O)Oc(c2)c(c(O)c(OC)c2OC(C3O)OC(C)C(C3OC(C)=O)O)C1=O)O,0.1396,0.121079829
O(C(C5O)OC(C(O)C5O)COC(=O)CCC(O)=O)c(c4)cc(O1)c(c4O)C(C(OC(O3)C(O)C(C(C3C)O)O)=C1c(c2)ccc(OC)c2)=O,-1.0251,0.11059472
OC(C1OC(=C4c(c5)cc(O)c(O)c5)C(=O)c(c(O)3)c(O4)cc(c3OC)OC(C2O)OC(C)C(C2OC(C)=O)O)C(C(O)C(C)O1)OC(C)=O,0.1396,0.121079829
OC(C6O)C(O4)OC(C6O)COC(C(CC(=O)OCC(O1)C(O)C(C(O)C1Oc(c3)c([o+1]c(c5)c(c(cc5O)4)3)c(c2)cc(c(O)c2)O)O)O)=O,-2.2785,0.072291199
c(c(C(C(O)5)OC(CO)C(C5O)O)3)(c(c(cc3OC(C(O)4)OC(COC(=O)CC(C(O)=O)O)C(O)C4O)1)C(C=C(c(c2)ccc(c2)O)O1)=O)O,-3.0487,0.093100021
c(c1)c(O)c(cc1C(O5)=CC(c(c52)c(cc(OC(C3OC(C4O)OC(COC(C)=O)C(C4O)O)OC(C(O)C3O)COC(C)=O)c(O)2)O)=O)O,-1.5731,0.06878529
